order_id,customer_id,order_time,payment_method,discount_pct,subtotal_usd,total_usd,country,device,source,order_month,order_year
14451,10403,2020-04-27 16:03:35,paypal,0,151.82,151.82,IN,mobile,organic,2020-04,2020
14452,9007,2025-09-16 17:29:12,card,20,231.3,185.04,SG,tablet,direct,2025-09,2025
14453,4990,2022-01-16 00:49:14,card,10,494.36,444.92,MX,desktop,direct,2022-01,2022
14454,14632,2021-01-07 09:14:03,card,0,66.01,66.01,FR,mobile,organic,2021-01,2021
14455,12964,2021-03-13 15:32:21,card,15,77.26,65.67,ZA,mobile,organic,2021-03,2021
14456,17282,2025-07-28 08:24:48,card,5,113.27,107.61,DE,desktop,referral,2025-07,2025
14457,5749,2021-05-09 04:45:41,paypal,0,13.72,13.72,SE,desktop,organic,2021-05,2021
14458,10941,2024-05-25 17:15:55,card,20,175.31,140.25,US,mobile,organic,2024-05,2024
14459,6911,2020-03-05 01:54:55,card,15,420.86,357.73,JP,tablet,email,2020-03,2020
14460,17725,2025-06-19 16:08:15,card,15,131.49,111.77,AU,desktop,direct,2025-06,2025
14461,16412,2025-01-26 22:17:27,wallet,0,62.02,62.02,GB,mobile,organic,2025-01,2025
14462,18967,2024-02-24 11:52:28,wallet,15,79.88,67.9,BR,desktop,paid,2024-02,2024
14463,11442,2023-01-20 02:32:00,wallet,20,73.29,58.63,CA,desktop,paid,2023-01,2023
14464,19337,2023-07-15 11:23:12,card,20,236.39,189.11,BR,desktop,paid,2023-07,2023
14465,10928,2020-04-30 10:27:18,paypal,0,262.86,262.86,NL,mobile,organic,2020-04,2020
14466,27,2022-08-29 22:12:31,card,15,67.63,57.49,IN,desktop,organic,2022-08,2022
14467,12881,2022-12-05 00:11:49,card,5,185.84,176.55,US,mobile,organic,2022-12,2022
14468,4246,2021-12-14 06:41:56,card,0,73.3,73.3,US,mobile,email,2021-12,2021
14469,3543,2022-12-10 13:41:49,paypal,0,81.98,81.98,IN,mobile,paid,2022-12,2022
14470,7584,2021-02-23 21:56:57,card,10,28.96,26.06,CA,mobile,organic,2021-02,2021
14471,7088,2020-03-20 20:35:14,paypal,20,136.55,109.24,PL,desktop,organic,2020-03,2020
14472,12343,2020-04-06 17:28:56,card,0,55.18,55.18,MX,mobile,paid,2020-04,2020
14473,15353,2024-09-10 04:12:01,card,0,54.43,54.43,US,mobile,paid,2024-09,2024
14474,17802,2024-10-02 03:23:29,card,15,317.98,270.28,JP,mobile,social,2024-10,2024
14475,5890,2025-09-01 11:25:44,card,20,35.74,28.59,GB,desktop,organic,2025-09,2025
14476,17653,2025-08-03 09:19:42,card,5,41.84,39.75,DE,mobile,social,2025-08,2025
14477,9310,2024-06-18 07:45:48,card,20,29.54,23.63,ZA,mobile,organic,2024-06,2024
14478,18803,2024-11-07 22:47:29,card,0,235.3,235.3,BR,desktop,social,2024-11,2024
14479,16171,2023-10-13 22:09:58,card,10,62.85,56.57,SG,desktop,organic,2023-10,2023
14480,3355,2020-10-22 07:13:41,cod,15,324.6,275.91,GB,desktop,referral,2020-10,2020
14481,2464,2020-05-15 08:39:37,wallet,0,74.16,74.16,DE,desktop,organic,2020-05,2020
14482,6621,2022-04-28 22:56:10,paypal,0,58.26,58.26,DE,desktop,direct,2022-04,2022
14483,2815,2024-11-16 04:46:39,card,0,55.29,55.29,DE,desktop,paid,2024-11,2024
14484,4513,2024-03-04 04:55:23,card,5,43.92,41.72,IN,mobile,direct,2024-03,2024
14485,12449,2020-02-09 14:55:51,card,0,78.78,78.78,SE,mobile,direct,2020-02,2020
14486,8190,2020-01-08 16:48:11,card,5,30.12,28.61,FR,mobile,email,2020-01,2020
14487,8137,2021-06-06 18:54:38,card,0,188.5,188.5,AU,mobile,referral,2021-06,2021
14488,9723,2025-04-19 17:01:02,card,0,128.47,128.47,CA,desktop,direct,2025-04,2025
14489,15019,2022-01-01 12:40:44,card,10,17.6,15.84,NL,mobile,organic,2022-01,2022
14490,2185,2024-01-07 11:01:41,card,5,82.8,78.66,AE,mobile,email,2024-01,2024
14491,9132,2024-07-26 11:01:29,card,0,54.71,54.71,IN,mobile,email,2024-07,2024
14492,5937,2021-05-29 12:45:10,card,5,184.57,175.34,BR,mobile,direct,2021-05,2021
14493,438,2024-07-26 04:47:14,cod,0,37.17,37.17,MX,mobile,paid,2024-07,2024
14494,1842,2020-04-29 05:08:48,card,20,154.33,123.46,GB,tablet,social,2020-04,2020
14495,15173,2025-06-01 21:46:12,card,0,54.43,54.43,FR,mobile,referral,2025-06,2025
14496,15100,2025-02-17 10:55:45,wallet,0,138.71,138.71,FR,desktop,organic,2025-02,2025
14497,10433,2020-12-01 14:37:50,card,0,27.15,27.15,SE,mobile,direct,2020-12,2020
14498,1872,2024-05-15 09:44:33,card,0,69.25,69.25,BR,desktop,paid,2024-05,2024
14499,3802,2024-11-02 23:41:59,card,10,6.32,5.69,IN,mobile,referral,2024-11,2024
14500,9500,2024-01-09 15:39:33,paypal,15,94.53,80.35,NL,tablet,organic,2024-01,2024
14501,12211,2021-05-04 14:21:02,wallet,15,131.95,112.16,DE,mobile,paid,2021-05,2021
14502,13261,2023-10-07 16:46:54,card,5,12.97,12.32,ES,desktop,organic,2023-10,2023
14503,8460,2021-05-24 20:01:06,card,0,19.9,19.9,ES,tablet,social,2021-05,2021
14504,7974,2025-05-11 20:05:04,wallet,5,51.75,49.16,SE,desktop,direct,2025-05,2025
14505,669,2021-07-05 13:45:44,card,5,44.18,41.97,AU,desktop,organic,2021-07,2021
14506,16434,2024-03-18 01:31:46,card,15,37.0,31.45,DE,mobile,organic,2024-03,2024
14507,19196,2022-03-27 09:07:23,card,20,75.93,60.74,MX,mobile,referral,2022-03,2022
14508,17920,2024-02-12 13:33:57,card,0,138.92,138.92,US,mobile,social,2024-02,2024
14509,8961,2025-09-19 13:54:04,paypal,0,34.18,34.18,BR,desktop,email,2025-09,2025
14510,16712,2021-12-07 09:48:29,paypal,0,45.31,45.31,DE,mobile,social,2021-12,2021
14511,740,2025-09-26 21:08:01,card,0,48.32,48.32,GB,mobile,organic,2025-09,2025
14512,4005,2023-02-02 21:16:26,card,15,94.32,80.17,SG,mobile,direct,2023-02,2023
14513,10599,2025-05-26 20:12:26,card,10,94.96,85.46,NL,tablet,direct,2025-05,2025
14514,17358,2023-03-15 21:58:10,wallet,0,182.34,182.34,GB,mobile,organic,2023-03,2023
14515,7000,2021-02-14 15:29:50,wallet,20,177.84,142.27,FR,mobile,social,2021-02,2021
14516,19258,2021-10-26 14:38:57,paypal,10,252.15,226.93,CA,mobile,organic,2021-10,2021
14517,9348,2021-01-29 08:32:48,card,0,204.78,204.78,US,mobile,organic,2021-01,2021
14518,15333,2021-12-05 13:53:51,paypal,0,39.84,39.84,DE,mobile,referral,2021-12,2021
14519,12045,2020-04-07 08:39:04,card,20,224.66,179.73,BR,mobile,direct,2020-04,2020
14520,13632,2024-07-10 13:29:37,card,10,398.03,358.23,CA,desktop,social,2024-07,2024
14521,13648,2024-08-17 19:29:18,card,0,90.96,90.96,US,mobile,social,2024-08,2024
14522,2445,2022-12-30 21:44:18,paypal,20,361.81,289.45,AU,mobile,organic,2022-12,2022
14523,14184,2020-10-04 21:40:30,card,20,55.31,44.25,AU,mobile,social,2020-10,2020
14524,5684,2023-09-18 16:41:56,card,10,98.99,89.09,US,desktop,direct,2023-09,2023
14525,3324,2023-03-10 08:35:54,card,20,276.48,221.18,NL,desktop,direct,2023-03,2023
14526,8235,2020-08-25 07:00:40,wallet,0,154.26,154.26,FR,desktop,paid,2020-08,2020
14527,5331,2022-06-29 20:12:25,card,0,41.99,41.99,DE,mobile,paid,2022-06,2022
14528,7430,2022-12-25 13:31:02,card,0,101.73,101.73,PL,desktop,direct,2022-12,2022
14529,10524,2021-05-23 00:01:22,card,0,71.13,71.13,US,desktop,social,2021-05,2021
14530,14413,2022-01-06 23:41:06,card,0,80.2,80.2,NL,desktop,social,2022-01,2022
14531,6908,2020-10-29 01:47:04,paypal,5,88.74,84.3,US,desktop,social,2020-10,2020
14532,16627,2022-06-12 08:27:16,card,5,17.26,16.4,FR,mobile,referral,2022-06,2022
14533,5649,2021-06-24 10:34:07,paypal,20,13.49,10.79,ES,desktop,direct,2021-06,2021
14534,15538,2020-12-01 12:38:05,card,0,22.89,22.89,ES,desktop,organic,2020-12,2020
14535,19431,2025-03-04 06:55:00,card,10,29.12,26.21,JP,mobile,referral,2025-03,2025
14536,19645,2025-03-22 03:23:27,card,0,133.96,133.96,SG,mobile,social,2025-03,2025
14537,14324,2020-11-06 12:01:18,card,20,31.86,25.49,DE,desktop,direct,2020-11,2020
14538,19215,2023-08-29 21:46:29,wallet,10,60.44,54.4,JP,desktop,direct,2023-08,2023
14539,6369,2022-11-05 03:19:42,card,10,16.94,15.25,DE,mobile,organic,2022-11,2022
14540,17035,2023-04-20 22:19:29,card,20,82.47,65.98,NL,desktop,email,2023-04,2023
14541,2701,2023-12-10 06:29:51,paypal,0,20.11,20.11,AU,tablet,paid,2023-12,2023
14542,11429,2024-11-13 09:23:09,card,15,140.15,119.13,ES,desktop,organic,2024-11,2024
14543,7003,2020-01-13 01:00:57,card,20,89.7,71.76,NL,tablet,social,2020-01,2020
14544,1635,2022-07-09 01:44:52,cod,0,41.42,41.42,US,mobile,social,2022-07,2022
14545,15540,2020-02-29 10:38:38,card,5,105.78,100.49,IN,mobile,organic,2020-02,2020
14546,13040,2020-12-12 22:23:01,card,0,32.05,32.05,ZA,mobile,referral,2020-12,2020
14547,11837,2025-09-13 20:58:14,card,15,50.63,43.04,BR,desktop,email,2025-09,2025
14548,14710,2022-09-05 03:34:02,cod,10,101.91,91.72,GB,mobile,direct,2022-09,2022
14549,15208,2020-08-03 16:39:05,paypal,20,124.5,99.6,GB,mobile,organic,2020-08,2020
14550,15526,2023-12-04 08:33:15,paypal,20,134.22,107.38,IN,desktop,social,2023-12,2023
14551,6408,2021-06-08 01:59:24,paypal,20,86.58,69.26,US,desktop,organic,2021-06,2021
14552,10251,2022-09-20 13:42:59,card,15,111.09,94.43,MX,desktop,paid,2022-09,2022
14553,10840,2023-10-22 11:08:07,card,15,33.54,28.51,GB,mobile,referral,2023-10,2023
14554,12937,2022-08-06 23:11:58,cod,0,98.9,98.9,US,tablet,direct,2022-08,2022
14555,18573,2024-08-24 20:16:17,card,10,88.69,79.82,AE,tablet,paid,2024-08,2024
14556,5377,2023-03-25 23:55:59,card,0,56.93,56.93,SG,desktop,organic,2023-03,2023
14557,188,2024-01-30 10:28:47,paypal,0,14.55,14.55,DE,desktop,paid,2024-01,2024
14558,5470,2021-12-24 04:35:11,card,10,43.27,38.94,GB,desktop,organic,2021-12,2021
14559,14760,2023-08-20 00:35:14,paypal,0,54.79,54.79,MX,mobile,referral,2023-08,2023
14560,18815,2025-01-30 08:33:08,card,10,317.8,286.02,AE,tablet,organic,2025-01,2025
14561,11595,2021-08-03 07:45:36,card,5,156.11,148.3,ES,mobile,paid,2021-08,2021
14562,16796,2020-01-10 12:16:14,wallet,5,147.6,140.22,IN,mobile,direct,2020-01,2020
14563,1919,2020-08-05 10:04:08,card,0,172.0,172.0,US,desktop,organic,2020-08,2020
14564,2608,2021-04-16 23:51:35,paypal,10,268.59,241.73,IN,mobile,direct,2021-04,2021
14565,7471,2023-12-24 09:40:22,card,10,189.43,170.49,US,mobile,direct,2023-12,2023
14566,9446,2021-06-21 19:12:54,card,0,137.42,137.42,MX,mobile,direct,2021-06,2021
14567,6789,2021-04-19 16:42:27,card,0,169.92,169.92,ES,mobile,direct,2021-04,2021
14568,7662,2022-05-26 20:53:19,wallet,0,28.98,28.98,MX,desktop,email,2022-05,2022
14569,15963,2023-03-22 18:27:35,card,20,70.59,56.47,IN,mobile,organic,2023-03,2023
14570,8789,2025-06-25 12:31:44,card,15,111.92,95.13,AU,mobile,organic,2025-06,2025
14571,7498,2022-05-18 20:38:42,card,20,26.37,21.1,BR,desktop,organic,2022-05,2022
14572,9348,2022-11-01 12:49:05,card,20,56.96,45.57,US,mobile,direct,2022-11,2022
14573,13848,2022-12-19 04:48:46,card,10,222.33,200.1,ES,desktop,direct,2022-12,2022
14574,10773,2021-05-31 08:58:50,card,5,45.08,42.83,DE,mobile,email,2021-05,2021
14575,257,2021-09-16 03:18:45,card,0,135.97,135.97,US,tablet,organic,2021-09,2021
14576,3914,2022-02-01 21:58:41,card,0,79.52,79.52,GB,mobile,organic,2022-02,2022
14577,14825,2021-07-08 07:50:17,card,10,8.31,7.48,BR,mobile,paid,2021-07,2021
14578,8923,2021-03-19 00:10:12,wallet,0,46.47,46.47,IN,desktop,direct,2021-03,2021
14579,17890,2025-08-23 12:03:49,wallet,0,227.27,227.27,GB,mobile,organic,2025-08,2025
14580,10231,2020-06-09 04:15:46,card,10,187.83,169.05,US,mobile,organic,2020-06,2020
14581,18074,2023-02-03 17:42:58,paypal,5,76.48,72.66,BR,desktop,paid,2023-02,2023
14582,8073,2023-04-19 12:28:01,card,20,77.91,62.33,NL,desktop,direct,2023-04,2023
14583,13307,2025-10-23 15:20:06,wallet,20,106.2,84.96,FR,mobile,social,2025-10,2025
14584,18662,2024-12-01 21:25:43,card,5,138.71,131.77,MX,mobile,social,2024-12,2024
14585,9136,2021-03-03 14:14:41,card,10,335.11,301.6,MX,mobile,paid,2021-03,2021
14586,10056,2024-06-21 07:05:58,card,10,200.87,180.78,FR,mobile,direct,2024-06,2024
14587,10967,2020-05-03 05:15:24,wallet,0,131.7,131.7,AU,mobile,referral,2020-05,2020
14588,17275,2023-07-05 20:37:11,card,0,30.44,30.44,JP,mobile,direct,2023-07,2023
14589,7605,2025-10-21 13:59:24,card,20,151.22,120.98,GB,mobile,direct,2025-10,2025
14590,14382,2021-02-14 13:12:31,wallet,10,206.35,185.72,SG,desktop,organic,2021-02,2021
14591,12965,2025-05-27 07:35:31,card,5,36.68,34.85,GB,mobile,direct,2025-05,2025
14592,18532,2023-09-17 22:29:41,card,15,8.85,7.52,AU,desktop,organic,2023-09,2023
14593,18016,2021-08-04 02:09:42,card,10,326.29,293.66,NL,mobile,email,2021-08,2021
14594,7118,2023-01-16 17:18:03,card,15,525.89,447.01,DE,desktop,direct,2023-01,2023
14595,6291,2020-09-11 21:16:25,card,20,22.41,17.93,IN,mobile,direct,2020-09,2020
14596,7677,2022-08-29 10:34:39,cod,0,59.33,59.33,GB,mobile,email,2022-08,2022
14597,3769,2023-10-07 09:14:50,card,0,1365.86,1365.86,US,mobile,organic,2023-10,2023
14598,13854,2021-11-25 19:09:19,wallet,0,101.71,101.71,DE,mobile,paid,2021-11,2021
14599,9336,2024-12-12 15:50:35,card,0,350.47,350.47,NL,mobile,email,2024-12,2024
14600,632,2021-01-07 05:19:02,cod,0,287.9,287.9,GB,mobile,direct,2021-01,2021
14601,19158,2022-02-10 03:56:49,card,15,63.55,54.02,CA,mobile,direct,2022-02,2022
14602,8004,2020-11-25 22:41:29,paypal,0,38.61,38.61,JP,mobile,organic,2020-11,2020
14603,13738,2024-12-12 21:05:56,paypal,5,61.33,58.26,IN,mobile,direct,2024-12,2024
14604,14077,2025-09-07 14:27:11,paypal,0,43.6,43.6,PL,mobile,social,2025-09,2025
14605,7645,2025-06-12 16:15:50,card,20,13.92,11.14,ES,tablet,email,2025-06,2025
14606,6102,2023-10-26 10:57:50,card,0,118.15,118.15,PL,desktop,direct,2023-10,2023
14607,18078,2022-11-03 01:06:08,card,15,187.63,159.49,CA,mobile,paid,2022-11,2022
14608,16116,2023-08-23 06:38:24,card,0,855.36,855.36,BR,tablet,referral,2023-08,2023
14609,12993,2023-11-24 04:45:40,card,5,52.74,50.1,US,mobile,paid,2023-11,2023
14610,14817,2020-02-19 00:28:48,paypal,0,25.94,25.94,ES,desktop,direct,2020-02,2020
14611,2354,2020-03-04 02:20:46,wallet,20,136.44,109.15,US,mobile,referral,2020-03,2020
14612,4536,2025-07-20 20:44:45,paypal,5,110.27,104.76,IN,tablet,organic,2025-07,2025
14613,15890,2023-09-04 05:29:31,card,0,37.23,37.23,JP,desktop,social,2023-09,2023
14614,19117,2021-04-07 02:42:13,card,5,8.85,8.41,US,desktop,social,2021-04,2021
14615,6228,2022-12-29 16:20:23,card,10,116.77,105.09,IN,tablet,organic,2022-12,2022
14616,12053,2024-01-07 14:41:20,card,20,205.63,164.5,AU,desktop,direct,2024-01,2024
14617,3965,2020-01-22 05:15:22,card,5,112.38,106.76,NL,desktop,direct,2020-01,2020
14618,6359,2021-11-25 06:30:39,card,0,145.32,145.32,US,mobile,direct,2021-11,2021
14619,5950,2022-02-12 16:05:27,card,0,142.16,142.16,IN,desktop,direct,2022-02,2022
14620,6251,2021-10-06 06:32:06,card,0,354.78,354.78,AU,mobile,direct,2021-10,2021
14621,6700,2021-03-19 14:51:06,card,5,74.31,70.59,DE,mobile,organic,2021-03,2021
14622,4950,2022-06-23 09:11:04,card,0,686.56,686.56,DE,mobile,paid,2022-06,2022
14623,13999,2023-07-31 16:20:34,card,10,15.06,13.55,SE,desktop,organic,2023-07,2023
14624,9989,2025-09-29 14:00:06,card,0,77.21,77.21,DE,mobile,organic,2025-09,2025
14625,10449,2024-11-14 20:43:42,card,0,174.78,174.78,NL,mobile,direct,2024-11,2024
14626,8272,2024-01-24 04:36:16,card,0,8.15,8.15,FR,desktop,organic,2024-01,2024
14627,12025,2021-07-25 05:48:54,card,20,112.48,89.98,FR,mobile,email,2021-07,2021
14628,7822,2022-08-17 21:11:31,card,5,243.89,231.7,US,desktop,referral,2022-08,2022
14629,16402,2025-06-18 11:22:25,card,10,45.31,40.78,AU,tablet,referral,2025-06,2025
14630,18712,2021-01-11 08:04:04,paypal,10,176.7,159.03,GB,desktop,paid,2021-01,2021
14631,16588,2023-08-22 01:36:56,paypal,20,25.45,20.36,US,mobile,direct,2023-08,2023
14632,7478,2023-03-20 04:42:33,card,0,81.14,81.14,US,desktop,direct,2023-03,2023
14633,4211,2020-02-18 03:01:22,card,0,10.6,10.6,US,desktop,email,2020-02,2020
14634,17330,2025-10-18 06:30:35,wallet,10,83.73,75.36,SG,mobile,organic,2025-10,2025
14635,18378,2024-11-22 17:59:24,card,5,77.09,73.24,FR,mobile,paid,2024-11,2024
14636,3746,2022-03-22 00:32:03,wallet,15,381.77,324.5,SG,desktop,direct,2022-03,2022
14637,15080,2021-01-04 18:46:04,card,0,163.23,163.23,US,desktop,paid,2021-01,2021
14638,11084,2021-01-02 05:56:44,card,0,108.93,108.93,DE,desktop,paid,2021-01,2021
14639,5026,2020-12-19 07:25:48,card,20,19.15,15.32,US,mobile,social,2020-12,2020
14640,11194,2023-11-05 17:22:32,paypal,20,64.62,51.7,GB,desktop,paid,2023-11,2023
14641,10461,2025-06-05 07:26:54,card,0,37.51,37.51,CA,mobile,organic,2025-06,2025
14642,14539,2021-09-10 10:17:59,wallet,0,199.2,199.2,GB,mobile,organic,2021-09,2021
14643,18462,2023-09-05 08:29:27,paypal,5,78.8,74.86,GB,mobile,email,2023-09,2023
14644,7373,2023-10-05 14:17:50,card,0,12.97,12.97,US,desktop,social,2023-10,2023
14645,10563,2020-03-01 21:09:55,card,20,113.21,90.57,MX,desktop,organic,2020-03,2020
14646,6708,2022-05-21 11:05:17,wallet,5,37.85,35.96,US,tablet,email,2022-05,2022
14647,4284,2025-07-11 19:01:04,card,5,36.5,34.67,SG,mobile,direct,2025-07,2025
14648,2587,2023-06-02 17:29:34,paypal,20,103.98,83.18,NL,mobile,organic,2023-06,2023
14649,8317,2024-02-29 07:21:20,card,20,46.78,37.42,AU,mobile,referral,2024-02,2024
14650,1353,2023-12-04 17:16:36,card,0,18.98,18.98,FR,mobile,paid,2023-12,2023
14651,19731,2025-05-11 17:02:29,card,0,153.46,153.46,AE,desktop,social,2025-05,2025
14652,1241,2024-01-06 13:01:30,card,10,5.4,4.86,FR,desktop,organic,2024-01,2024
14653,3099,2024-08-20 04:31:48,card,20,142.24,113.79,US,tablet,social,2024-08,2024
14654,19348,2023-08-10 11:38:08,card,10,116.11,104.5,MX,mobile,paid,2023-08,2023
14655,17762,2022-08-24 17:32:40,card,0,55.94,55.94,US,mobile,social,2022-08,2022
14656,17990,2020-05-11 01:25:04,card,5,115.67,109.89,IN,desktop,paid,2020-05,2020
14657,13628,2020-10-22 04:32:06,card,10,1386.58,1247.92,US,tablet,direct,2020-10,2020
14658,9980,2024-10-20 00:23:30,cod,5,56.78,53.94,SE,mobile,social,2024-10,2024
14659,7841,2020-11-13 21:50:45,wallet,5,724.82,688.58,CA,mobile,direct,2020-11,2020
14660,13753,2023-03-28 12:34:45,card,0,43.05,43.05,SG,mobile,paid,2023-03,2023
14661,6156,2025-07-08 05:10:40,paypal,20,133.11,106.49,IN,mobile,paid,2025-07,2025
14662,5830,2021-02-08 09:32:18,card,20,310.89,248.71,GB,desktop,referral,2021-02,2021
14663,451,2021-05-18 19:32:05,card,0,166.2,166.2,US,desktop,direct,2021-05,2021
14664,7455,2022-02-17 14:07:30,paypal,15,273.58,232.54,GB,mobile,email,2022-02,2022
14665,18715,2020-11-17 07:11:42,card,20,50.03,40.02,MX,desktop,direct,2020-11,2020
14666,15196,2024-03-28 23:31:27,card,0,125.13,125.13,DE,tablet,direct,2024-03,2024
14667,3087,2024-07-10 05:57:36,wallet,5,20.11,19.1,CA,desktop,organic,2024-07,2024
14668,5200,2025-10-17 07:39:02,card,15,337.42,286.81,GB,mobile,referral,2025-10,2025
14669,2527,2022-04-05 14:01:03,card,0,153.93,153.93,ES,mobile,referral,2022-04,2022
14670,9839,2020-12-18 11:30:56,paypal,10,78.5,70.65,MX,desktop,email,2020-12,2020
14671,1539,2020-03-21 07:53:02,card,20,109.3,87.44,BR,desktop,direct,2020-03,2020
14672,6048,2021-03-16 19:21:53,card,20,243.42,194.74,GB,mobile,organic,2021-03,2021
14673,17055,2020-03-27 20:43:04,paypal,20,128.72,102.98,JP,mobile,organic,2020-03,2020
14674,14526,2025-10-18 19:10:31,card,5,108.17,102.76,FR,mobile,direct,2025-10,2025
14675,12115,2021-03-29 03:50:14,paypal,5,43.29,41.13,CA,mobile,social,2021-03,2021
14676,12744,2024-12-05 23:55:10,card,0,45.01,45.01,GB,mobile,organic,2024-12,2024
14677,14633,2021-10-15 11:09:28,card,5,100.88,95.84,BR,mobile,organic,2021-10,2021
14678,9075,2024-06-13 05:54:13,cod,5,178.08,169.18,JP,mobile,direct,2024-06,2024
14679,17881,2023-09-21 20:49:33,card,20,142.67,114.14,ZA,mobile,social,2023-09,2023
14680,6278,2025-01-25 13:37:22,card,20,71.32,57.06,GB,mobile,organic,2025-01,2025
14681,12978,2020-07-28 16:00:06,card,0,51.2,51.2,IN,desktop,paid,2020-07,2020
14682,13559,2024-11-08 07:56:14,wallet,20,25.08,20.06,SE,tablet,social,2024-11,2024
14683,14654,2020-03-04 20:50:57,card,0,229.18,229.18,IN,mobile,direct,2020-03,2020
14684,2728,2025-09-24 08:25:16,paypal,20,103.98,83.18,ZA,tablet,social,2025-09,2025
14685,2325,2025-08-19 18:15:42,card,20,257.39,205.91,GB,desktop,organic,2025-08,2025
14686,14332,2024-12-11 06:08:03,card,0,157.58,157.58,FR,tablet,direct,2024-12,2024
14687,16609,2022-10-15 04:12:47,card,0,126.84,126.84,JP,mobile,direct,2022-10,2022
14688,18391,2025-03-20 08:08:12,card,15,111.38,94.67,DE,mobile,direct,2025-03,2025
14689,3551,2025-06-02 00:24:55,card,15,26.38,22.42,BR,desktop,organic,2025-06,2025
14690,7888,2020-01-11 22:04:13,card,15,208.08,176.87,DE,tablet,direct,2020-01,2020
14691,2247,2024-09-11 14:27:02,card,10,39.14,35.23,US,mobile,email,2024-09,2024
14692,8647,2022-11-12 04:09:53,paypal,0,343.18,343.18,JP,mobile,direct,2022-11,2022
14693,186,2022-01-15 13:46:01,paypal,0,158.32,158.32,SG,mobile,direct,2022-01,2022
14694,2740,2022-02-17 06:10:08,paypal,20,156.48,125.18,MX,mobile,organic,2022-02,2022
14695,3394,2020-02-26 00:58:48,card,10,118.9,107.01,PL,mobile,referral,2020-02,2020
14696,5167,2024-11-29 04:35:43,card,0,90.93,90.93,DE,mobile,organic,2024-11,2024
14697,222,2020-04-13 18:17:59,card,15,40.85,34.72,JP,tablet,direct,2020-04,2020
14698,7901,2023-12-23 19:45:19,card,15,52.08,44.27,US,desktop,email,2023-12,2023
14699,1122,2020-11-26 13:52:23,card,0,782.25,782.25,DE,mobile,direct,2020-11,2020
14700,15973,2020-09-21 05:25:06,card,0,8.31,8.31,GB,mobile,organic,2020-09,2020
14701,13462,2021-04-26 14:45:25,cod,10,100.05,90.05,US,mobile,direct,2021-04,2021
14702,2404,2025-10-15 08:37:29,card,5,122.26,116.15,DE,mobile,organic,2025-10,2025
14703,7916,2021-07-30 03:29:18,card,5,197.9,188.0,IN,mobile,email,2021-07,2021
14704,17231,2021-06-14 01:06:38,wallet,10,6.51,5.86,DE,mobile,social,2021-06,2021
14705,11073,2023-01-06 03:16:15,card,20,128.23,102.58,MX,mobile,organic,2023-01,2023
14706,18295,2023-10-04 18:09:07,card,10,5.5,4.95,IN,desktop,paid,2023-10,2023
14707,4556,2025-09-16 00:29:18,card,20,88.92,71.14,ES,mobile,referral,2025-09,2025
14708,898,2021-07-18 02:30:04,card,10,7.12,6.41,JP,desktop,organic,2021-07,2021
14709,3410,2025-10-14 14:27:19,card,10,300.43,270.39,AU,mobile,organic,2025-10,2025
14710,16198,2020-04-17 23:53:30,card,0,44.44,44.44,JP,mobile,direct,2020-04,2020
14711,10294,2025-07-28 02:18:58,card,0,214.62,214.62,GB,mobile,organic,2025-07,2025
14712,3412,2022-10-23 12:32:52,card,5,39.86,37.87,US,tablet,social,2022-10,2022
14713,9968,2022-11-22 08:30:56,wallet,10,80.11,72.1,US,desktop,direct,2022-11,2022
14714,11268,2025-05-24 16:02:53,card,15,486.0,413.1,ES,desktop,organic,2025-05,2025
14715,7353,2020-11-06 05:13:12,wallet,0,133.41,133.41,AU,desktop,organic,2020-11,2020
14716,6694,2020-11-11 11:51:44,wallet,0,42.11,42.11,US,mobile,direct,2020-11,2020
14717,10592,2023-03-29 16:46:31,card,0,238.35,238.35,GB,desktop,organic,2023-03,2023
14718,15493,2021-09-14 04:37:27,card,0,870.81,870.81,MX,mobile,referral,2021-09,2021
14719,10056,2021-12-01 04:05:25,paypal,0,59.18,59.18,FR,mobile,organic,2021-12,2021
14720,3643,2025-09-25 11:38:55,card,20,97.31,77.85,US,mobile,organic,2025-09,2025
14721,4086,2020-04-10 17:47:04,card,20,49.4,39.52,MX,desktop,paid,2020-04,2020
14722,17043,2020-03-15 14:55:03,paypal,15,152.05,129.24,US,mobile,organic,2020-03,2020
14723,11878,2025-06-19 09:58:48,card,0,132.91,132.91,CA,mobile,email,2025-06,2025
14724,17903,2020-12-16 11:54:56,paypal,20,753.0,602.4,US,desktop,social,2020-12,2020
14725,2265,2023-06-10 01:21:30,card,0,635.7,635.7,SG,mobile,direct,2023-06,2023
14726,15067,2022-12-18 19:00:50,card,0,9.95,9.95,CA,desktop,referral,2022-12,2022
14727,1057,2022-01-29 16:15:43,paypal,15,73.36,62.36,ES,desktop,organic,2022-01,2022
14728,10931,2021-01-24 15:26:06,paypal,10,11.75,10.58,US,mobile,organic,2021-01,2021
14729,1401,2020-10-25 23:35:19,card,0,10.04,10.04,BR,mobile,direct,2020-10,2020
14730,214,2025-08-14 07:05:11,card,10,74.0,66.6,US,mobile,social,2025-08,2025
14731,673,2024-03-31 09:52:16,paypal,5,89.08,84.63,GB,desktop,organic,2024-03,2024
14732,5696,2023-01-22 12:01:59,card,0,296.48,296.48,US,mobile,organic,2023-01,2023
14733,6426,2020-02-20 05:51:10,card,5,97.68,92.8,US,mobile,email,2020-02,2020
